genome,guild_id,ontology,CUE,rgrowth
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,free amino acids,0.6326860510620156,0.0039914803963172416
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,free amino acids,0.5308200868093331,0.001700389751332514
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,free amino acids,0.5929855203424129,0.00181500652873805
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,free amino acids,0.4739349742917956,0.0013971720780583895
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,free amino acids,0.4603628754476173,0.001486265872023182
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,free amino acids,0.5898594330832775,0.0016931669329761701
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,free amino acids,0.5328111713391074,0.001780335329257371
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,free amino acids,0.5779183491178567,0.0024433874023831272
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,free amino acids,0.4406571336312655,0.0013897749974453488
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,free amino acids,0.3998391595126216,0.0012408010561738856
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,free amino acids,0.5895577714248015,0.0017901345667179372
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,free amino acids,0.5218824150126131,0.0024395337978560354
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,free amino acids,0.47827741496482956,0.001357058417359956
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,free amino acids,0.5781156974359338,0.001414459916518064
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,aromatic acid,0.6026449287488678,0.002339109597164335
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,aromatic acid,0.5329373220034577,0.0016664057123510424
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,aromatic acid,0.5203583524923795,0.001817678337219279
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,aromatic acid,0.31172613041953523,0.011155384029596059
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,aromatic acid,0.6543771676954032,0.0025023635492536903
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,aromatic acid,0.45322352907800467,0.0019791928795733302
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,aromatic acid,0.6387656499886409,0.0021314782784623426
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,aromatic acid,0.29070040155747445,0.017475312435102645
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,aromatic acid,0.21956970797629358,0.02298237983703698
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,aromatic acid,0.6094032309171832,0.018410993451682105
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,aromatic acid,0.6440276607673441,0.002114622587134676
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,aromatic acid,0.6110722439494066,0.01987957861732661
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,aromatic acid,0.5617690792151708,0.004525637550967332
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,aromatic acid,0.5651126625289209,0.002704550276245781
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,aromatic acid,0.08161600854681025,0.008505378107346756
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,aromatic acid,0.4264555082808661,0.018783490111845186
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,aromatic acid,0.43930686436579663,0.001494555261806442
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,aromatic acid,0.4440283755168961,0.018804707438839764
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,aromatic acid,0.6123976747829726,0.019430805580772273
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,aromatic acid,0.48534253793879883,0.001770774098436016
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,aromatic acid,0.14763229254517313,0.008445373744593618
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,aromatic acid,0.6268745200996202,0.02474688906052387
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,aromatic acid,0.45356365597853127,0.01609077398470496
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,aromatic acid,0.03190987865180882,0.014896842598023421
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,aromatic acid,0.45507575691463037,0.001877217971649056
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,aromatic acid,0.6560749842143776,0.004444794054256962
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,aromatic acid,0.5556553644125695,0.0018952192421081498
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,aromatic acid,0.607016420522133,0.01814088350665334
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,aromatic acid,0.5036184311931617,0.01689488589198875
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,aromatic acid,0.44937834535223264,0.00166992097349782
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,aromatic acid,0.6216330454670825,0.022169922894897047
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,aromatic acid,0.5279846107672711,0.020769778760045127
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,aromatic acid,0.6153438646305975,0.002722079607276614
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,aromatic acid,0.40717856320968315,0.024244290016725657
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,aromatic acid,0.37355083133632505,0.021642765981307054
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,aromatic acid,0.6106011370447963,0.01864777277315964
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,aromatic acid,0.49601746416134423,0.0027159515178699573
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,aromatic acid,0.5001976165046487,0.001527230631801004
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,aromatic acid,0.544777946698128,0.010357112517151146
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,aromatic acid,0.6026325603694244,0.002339087168952785
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,aromatic acid,0.5329591369261798,0.001666401551415749
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,aromatic acid,0.5203552769941167,0.0018176719410034653
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,aromatic acid,0.31170446351944897,0.0111550348005469
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,aromatic acid,0.6543745460828918,0.0025023584952815095
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,aromatic acid,0.45332173632178896,0.0019791850305230646
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,aromatic acid,0.6387632733219797,0.00213147801637904
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,aromatic acid,0.29067863789156245,0.017475090592052933
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,aromatic acid,0.21955002422672262,0.022981856314477415
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,aromatic acid,0.6093963012091996,0.01841002532856486
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,aromatic acid,0.6440215340365705,0.0021146168683352723
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,aromatic acid,0.6110668674194026,0.019878106808099327
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,aromatic acid,0.5617608016274372,0.004525675651824534
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,aromatic acid,0.5650933733383378,0.0027045323972767865
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,aromatic acid,0.08155570168336182,0.008505271710712903
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,aromatic acid,0.42639572841962337,0.01878460863388174
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,aromatic acid,0.4392999854575713,0.0014945531606113866
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,aromatic acid,0.44403854535261816,0.01880228706970348
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,aromatic acid,0.6123904289364747,0.01942958324517598
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,aromatic acid,0.48533765791876765,0.0017707742682253086
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,aromatic acid,0.147609975505668,0.00844499460737192
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,aromatic acid,0.6268708638911424,0.024745420849305727
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,aromatic acid,0.4535597304086748,0.01608947530578066
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,aromatic acid,0.03188113605116944,0.014896825087941327
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,aromatic acid,0.4550613840769982,0.001887905201464668
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,aromatic acid,0.6561023451952399,0.004444777026303956
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,aromatic acid,0.5556228598439125,0.0018952345596698493
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,aromatic acid,0.607001495980765,0.018140515237586793
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,aromatic acid,0.5036130276396318,0.016893654646347605
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,aromatic acid,0.4493738796610225,0.001669911568372522
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,aromatic acid,0.6216289444214518,0.022169000550367152
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,aromatic acid,0.5279653709954709,0.02076948901480835
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,aromatic acid,0.6153389779370444,0.002722068307495315
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,aromatic acid,0.4071703872754582,0.024243426537173422
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,aromatic acid,0.3735422391837433,0.021641732570261737
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,aromatic acid,0.61059561089852,0.018646642825915164
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,aromatic acid,0.49602134040431206,0.002715945075419615
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,aromatic acid,0.500220628992527,0.001527250051919483
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,aromatic acid,0.5447279813912962,0.010355435698687538
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,free amino acids,0.6112310501772246,0.002226459070563247
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,free amino acids,0.5319640266019434,0.0015930392050349151
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,free amino acids,0.524402110732251,0.001740924300815945
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,free amino acids,0.48895541028458106,0.0014239414785508211
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,free amino acids,0.644570441689382,0.0023972643378907792
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,free amino acids,0.4953741453288767,0.0018954375640131541
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,free amino acids,0.6342214357609763,0.0020413464062090905
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,free amino acids,0.49051846755708073,0.0014899966194064328
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,free amino acids,0.4487808370983393,0.0016701916238269945
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,free amino acids,0.6317189767123385,0.0017857090050125862
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,free amino acids,0.6332716576061939,0.002025396340074112
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,free amino acids,0.633949335915883,0.0018750633229593506
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,free amino acids,0.6367497498666967,0.004331152157785569
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,free amino acids,0.5942559613870928,0.002583431239239825
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,free amino acids,0.6279959732210842,0.0018229624131039534
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,free amino acids,0.47924832304874304,0.0014709409024535928
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,free amino acids,0.44490233308419136,0.0014308776127463316
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,free amino acids,0.478881387604606,0.0013838307153305014
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,free amino acids,0.6304516494437242,0.0017869433339273372
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,free amino acids,0.5034984177652466,0.0016956901868440003
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,free amino acids,0.32840835673526686,0.027886192502029672
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,free amino acids,0.6328952886641528,0.00198263409708399
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,free amino acids,0.4889738313196066,0.0013788311334595486
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,free amino acids,0.41546641227212155,0.0012589204811306702
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,free amino acids,0.49858211864145874,0.0017949821323846658
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,free amino acids,0.6762736348637683,0.0042573740077136175
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,free amino acids,0.566925020562207,0.0018135516930642913
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,free amino acids,0.6335256660183539,0.0019390840824418604
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,free amino acids,0.507597538624369,0.001494712455906925
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,free amino acids,0.49161845076219574,0.0015940141454197396
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,free amino acids,0.630348707977505,0.00181420644417355
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,free amino acids,0.5690168145824522,0.001900376927623928
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,free amino acids,0.6169615452016181,0.0026067364631050275
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,free amino acids,0.47054906278642833,0.0014861901144526967
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,free amino acids,0.4269615867635538,0.0013235773493749724
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,free amino acids,0.6300569846873749,0.0019136974945985214
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,free amino acids,0.5572374010834685,0.002601747513987582
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,free amino acids,0.5110339419838473,0.0014556149929380322
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,free amino acids,0.6184363485329127,0.0015309618092968539
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,aromatic acid,0.6767201439808269,0.002650411810306296
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,aromatic acid,0.5994667986069026,0.0018685806401517095
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,aromatic acid,0.5839175176128397,0.0020300176426242987
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,aromatic acid,0.357471080763004,0.01114862762499795
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,aromatic acid,0.7340098165847747,0.002793053428458185
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,aromatic acid,0.509606127698202,0.0022102259105788134
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,aromatic acid,0.7194356646139877,0.002380469563221001
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,aromatic acid,0.33014203660037417,0.017466909241222885
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,aromatic acid,0.24898177042131836,0.022957886329747646
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,aromatic acid,0.6913009335394196,0.018415388826580118
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,aromatic acid,0.72428987285272,0.0023614454466692096
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,aromatic acid,0.6928314754525687,0.019883756379733906
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,aromatic acid,0.63227750330709,0.0050616542525719205
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,aromatic acid,0.6350950695939162,0.0030393934264774836
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,aromatic acid,0.10079211229864866,0.008502812912413235
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,aromatic acid,0.4832615722494521,0.018762540261006568
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,aromatic acid,0.49286049256766107,0.0016700861002466399
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,aromatic acid,0.5014876012769894,0.018810488801524625
72942.212.1_72942.43.1_Bradyrhizobium_HA13_2546825533.assembly,guild_19,aromatic acid,0.6940885518227448,0.01943455555846935
72942.212.1_72942.44.1_Lysobacter_HA19_2523231029.assembly,guild_20,aromatic acid,0.5459953781246046,0.0019769985568756634
72942.212.1_72942.45.1_Rhodospirillales_HD88_2546825534.assembly,guild_21,aromatic acid,0.16880803023813565,0.008439467452383564
72942.212.1_72942.46.1_Comamonadaceae_HA28_2523231025.assembly,guild_22,aromatic acid,0.7085111514621827,0.02474734208482462
72942.212.1_72942.5.1_Bradyrhizobium_HD69_2561511129.assembly,guild_23,aromatic acid,0.5133507942489178,0.016092476195726416
72942.212.1_72942.55.1_Sphingomonas_HD07_2523231013.assembly,guild_24,aromatic acid,0.0378109280093921,0.014892130904571386
72942.212.1_72942.57.1_Cellulomonas_HD24_2522572149.assembly,guild_25,aromatic acid,0.5131913555928805,0.002095103332707068
72942.212.1_72942.58.1_Bacillus_HB09_2522572150.assembly,guild_26,aromatic acid,0.7361497741883566,0.004962892621985901
72942.212.1_72942.59.1_Marmoricola_HB36_2523231010.assembly,guild_27,aromatic acid,0.6259272377356069,0.002116438299476994
72942.212.1_72942.6.1_Mesorhizobium_HB07_2558860968.assembly,guild_28,aromatic acid,0.6893930090932772,0.018136112788445614
72942.212.1_72942.60.1_Solirubrobacter_HD82_2522572155.assembly,guild_29,aromatic acid,0.5702160415557178,0.01689742312862117
72942.212.1_72942.61.1_Burkholderia_HA54_2522572104.assembly,guild_30,aromatic acid,0.505455260408854,0.0018801688006727102
72942.212.1_72942.62.1_Bradyrhizobium_HA02_2522572128.assembly,guild_31,aromatic acid,0.7031137733591618,0.022177655494831784
72942.212.1_72942.63.1_Caulobacter_HA33_2522572103.assembly,guild_32,aromatic acid,0.5980692045734305,0.02077002334428351
72942.212.1_72942.65.1_Flavobacterium_HB58_2522572102.assembly,guild_33,aromatic acid,0.6898330417486311,0.003040837263514784
72942.212.1_72942.66.1_Mycobacterium_HD25_2522572101.assembly,guild_34,aromatic acid,0.45909360583560954,0.024251573480450143
72942.212.1_72942.7.1_Nocardioides_HA32_2558860165.assembly,guild_35,aromatic acid,0.42116639405814194,0.021636951824898557
72942.212.1_72942.76.1_Mesorhizobium_HA56_2522572099.assembly,guild_36,aromatic acid,0.6928729283741406,0.018648049788391092
72942.212.1_72942.77.1_Microbacterium_HA36_2522572100.assembly,guild_37,aromatic acid,0.55700817025731,0.0030326643088921974
72942.212.1_72942.8.1_Micromonosporaceae_HE70_2558860141.assembly,guild_38,aromatic acid,0.563500785270939,0.0017199552903396007
72942.212.1_72942.9.1_Rhodospirillales_HD17_2590828823.assembly,guild_39,aromatic acid,0.6263223555121784,0.01035764511349339
72942.212.1_72942.10.1_Streptomyces_HA41_2561511090.assembly,guild_1,nucleic acid component,0.2842915434862165,0.014399799651600816
72942.212.1_72942.11.1_Solirubrobacterales_HD59_2558860160.assembly,guild_2,nucleic acid component,NaN,0.007661574468034777
72942.212.1_72942.2.1_Geodermatophilaceae_HB48_2562617054.assembly,guild_3,nucleic acid component,0.28447152049833413,0.01925598571069125
72942.212.1_72942.22.1_Dongia_HE60_2556921676.assembly,guild_4,nucleic acid component,NaN,0.007340262656501578
72942.212.1_72942.23.1_Intrasporangiaceae_HB13_2558309151.assembly,guild_5,nucleic acid component,0.3747239311877692,0.020404934643627033
72942.212.1_72942.24.1_Cellulomonas_HE23_2556921112.assembly,guild_6,nucleic acid component,0.24044885684190567,0.021706999946342082
72942.212.1_72942.25.1_Geodermatophilaceae_HA31_2556921099.assembly,guild_7,nucleic acid component,0.3399639004310658,0.015196800037965344
72942.212.1_72942.26.1_Sphingomonas_HD57_2556921109.assembly,guild_8,nucleic acid component,NaN,0.015461291066634221
72942.212.1_72942.27.1_Staphylococcus_HA57_2556921095.assembly,guild_9,nucleic acid component,0.14454737461059966,0.023054366659529275
72942.212.1_72942.28.1_Mycobacterium_HB44_2556921043.assembly,guild_10,nucleic acid component,0.12007190615552732,0.007582248521615722
72942.212.1_72942.3.1_Blastococcus_HD36_2561511235.assembly,guild_11,nucleic acid component,0.264033060901678,0.013413463562016488
72942.212.1_72942.31.1_Mesorhizobium_HC08_2556921042.assembly,guild_12,nucleic acid component,NaN,0.008198919764255085
72942.212.1_72942.37.1_Pseudomonas_HB15_2556921040.assembly,guild_13,nucleic acid component,0.348647711288115,0.0030761308459474664
72942.212.1_72942.38.1_Paenibacillus_HA14_2556921041.assembly,guild_14,nucleic acid component,0.306146117566101,0.018064160541444604
72942.212.1_72942.39.1_Acidobacteria_HE68_2556921018.assembly,guild_15,nucleic acid component,0.04406275443395183,0.008513693388007362
72942.212.1_72942.4.1_Nocardioides_HA20_2558860971.assembly,guild_16,nucleic acid component,0.01948076942855484,0.012028885134625564
72942.212.1_72942.40.1_Geodermatophilaceae_HB62_2556921017.assembly,guild_17,nucleic acid component,0.1882828492496972,0.016162778680250046
72942.212.1_72942.42.1_Variovorax_HB20_2556921005.assembly,guild_18,nucleic acid component,0.13365506309735922,0.00889720077326308
